Abdirahman Frid     19 
Lena Fredriksson    5  
Krister Bergvall    10 
Lennart Johansson   13
Agneta Bergqvist Eks7  
Thomas Nielsen      13 
Anna Edlund         5  
Kerstin Hammar      3  
Anna Persson Granath4  
Elisabeth Andersson 1  
Axel Johansson Rask 14 
Noel Gabrielsson    7  
Helén Sundberg      12 
Henrik Andersson    14
Agneta Ek-Bodin     13 
Märta Forsberg      1  
Stefan Mattsson Vilh5  
Martin Boman        16 
Maria Karlsson      2  
Christina Osman     11 
Karin Jönsson       20 
Mats Svärd          17 
Elias Johansson Fran19 
Gabriel Palmqvist   17
Agneta Eliasson     1  
Bengt Ferm          14 
Karl Nyman Edlund   1  
Ulla Åberg          8  
Joakim Börjesson Kha7  
Susanne Gustafsson  17 
Anna Olsson-Nyman   8  
Alexander Söderberg-16 
Marko Högberg       14 
Gustav Holmberg     7
Agneta Karlsson     18 
Gösta Nilsson       19 
Petra Fransson      7  
Axel Svensson       19 
Karl Hagström-Johans5  
Josef Hedberg-Ahmadi9  
Lisbeth Magnusson   11 
Jonna Lidström      14 
Kari Gustavsson     9  
Kurt Svensson       17
Ahmed Gustavsson    11 
Kerstin Johansson   8  
Anna Karlsson       13 
Ingeborg Nilsson    16 
Eric Gustafsson     5  
Joseph Sköld        5  
Aaron Forsgren      2  
Anders Dahlström    17 
Liv Jönsson         9  
Viveka Lundberg     7
Ahmed Källström     12 
Dag Nilsson         15 
Ulrika Nilsson      9  
Michelle Hallgren   11 
Börje Eriksson      17 
Per Edlund-Ottosson 0  
Elisabeth Magnusson 3  
Siri Berggren       1  
Marie Adolfsson-Ande16 
Lars Karlsson       17
Alba Sjölund        20 
Gunnar Andreasson   12 
Linnéa Folkesson    4  
Stefan Pettersson   1  
David Dahlgren      9  
Christer Svensson   5  
Erik Jansson Mustafa6  
Thomas Sjölin       13 
Carl Westlund-Farah 0  
Mikael Hedlund      5
Albert Svensson     16 
Thomas Nilsson      18 
Louise Alexandersson4  
Karl Lindqvist      12 
Ingegärd Gustavsson-6  
Frida Fransson      16 
Elise Andersson Sahl12 
Mona Abrahamsson    8  
Hannele Holm        5  
Patrick Gustafsson  3
Alberto Sjöstedt Str7  
Katharina Sundell   9  
Gunnar Ahmed        9  
Emma Persson        4  
Linn Kristoffersson 15 
Sigrid Andersson-Sun1  
Emma Ek Malm        6  
Tilda Jakobsson     18 
Margareta Ek Larsson16 
Margareta Einarsson 14
Albin Hermansson    14 
Elin Berggren       3  
Erik Andersson      1  
Marie Wahlberg      0  
Jessica Johansson   0  
Melina Andersson Per7  
Gun Blom            15 
Pauline Andersson   9  
Julius Karlsson-Karl13 
Lena Hjelm          18
Albin Mårtensson    8  
John Lindgren Petter18 
Viola Eriksson      5  
Mikael Jakobsson    12 
Maria Boman         9  
Melissa Bergvall    0  
Ida Ljungberg       5  
Hanna Petersson     10 
Josef Olsson Berglun20 
Gunnar Olsson       6
Alex Eklund         8  
Kim Bergstrand      0  
Leonard Gunnarsson  2  
Matilda Ljungberg   0  
Axel Salomonsson    13 
Sven Bergman        17 
Linus Björk         19 
Pekka Dahlgren      6  
Ingemar Persson     1  
Ivar Östlund        9
Alex Karlsson-Dahlin3  
Charlotta Högberg   15 
Amelia Lindholm     3  
Michelle Fors       18 
Tim Stark           4  
Gunnel Axelsson     8  
Fanny Englund Anders18 
Tilde Larsson Jönsso14 
Anneli Gunnarsson   7  
Olle Lundgren       20
Alex Thulin         19 
Ulrika Borg         17 
Carina Ali          15 
Arne Sundberg       19 
Laila Axelsson      14 
Martina Johansson   14 
Ida Andersson       11 
Maria Nylander Eriks5  
Christina Alm       15 
Emelie Hallberg-Sand19
Alexander Edström   3  
Johan Olsson        13 
Tommy Englund       2  
Olle Nilsson        10 
Kasper Persson      3  
Kristina Jonsson Sko3  
Åke Strand-Fransson 3  
Daniel Franzén-Svens4  
Fredrik Forsman-Lind8  
Nils Pettersson     1
Alexander Hjort     8  
Anna Hedström-Mattss0  
Anna Eklund         19 
Olof Andersson      5  
Karl Karlsson       14 
Sten Gustafsson-Nils13 
Leila Norberg       17 
Sven Lilja-Hägglund 13 
Hans Gustavsson     6  
Lena Nielsen        8
Alexander Johansson 20 
Mira Nilsson Arvidss20 
Irene Dahl          1  
Joel Bergsten       13 
Arvid Karlsson      10 
Roger Johansson     19 
Kurt Svantesson     3  
Christina Bergström 17 
Leif Westin         14 
Linnéa Nordin Hedlun0
Alexander Nilsson   17 
Andrea Nilsson      5  
Tage Karlsson       2  
Holger Fransson     19 
Margareta Pedersen  16 
Ingemar Sundberg    4  
Marianne Eklund     5  
Hans Jakobsson      5  
Birgit Andersson    1  
Tom Frisk           14
Alexander Åkerlund-A0  
Lilly Wikström      17 
Bo Persson          20 
Arne Lennartsson    8  
Jacob Englund       3  
Sebastian Magnusson 16 
Erika Eriksson      7  
Daniel Jakobsson    1  
Axel Gustafsson     7  
Lennart Björk       17
Alexandra Nord-Borg 9  
Per Johnsson        16 
Kenth Ekström-Larsso2  
Ingrid Flink        11 
Lars Håkansson      10 
Gunnar Thorén       10 
Karl Persson        7  
Magdalena Berg      18 
Marianne Lindqvist P1  
Sven Nilsson        14
Alf Edman           6  
Karl Lind           12 
Kerstin Simonsson   3  
Thi Lindholm        0  
Jesper Hansson      19 
Johanna Karlsson    17 
Barbro Ekman        12 
Christer Söderberg  9  
Luis Svensson       6  
Arvid Hansson       20
Alf Lindgren        10 
Stig Strid          2  
Gabriella Andersson 3  
Erik Nilsson        17 
Ann-Kristin Larsson 13 
Christina Larsson   9  
Sam Persson         6  
Lennart Jansson     5  
Anna-Lisa Andersson 14 
Eva Karlsson-Karlsso4
Alfred Eriksson     16 
Gunnar Olsson       16 
Yvonne Bäck         12 
Olof Palm           9  
Kristina Mustafa    11 
Ulf Olsen           13 
Malte Gustafsson    9  
Anne-Marie Robertsso14 
William Sandberg    4  
Fredrik Petersson   3
Alfred Olsson       12 
Thea Kvist          19 
Agnes Olsson Lindber2  
Lucas Eriksson      18 
Lena Magnusson      10 
Oskar Jansson       12 
Valdemar Berggren An5  
Meja Holm           4  
Yvonne Persson      13 
Yusuf Forsberg      18
Alfred Rask         18 
Erik Larsson        19 
Lennart Boman       12 
Helge Svensson      20 
Ing-Marie Karlsson  19 
Ove Ström           7  
Omar Blomqvist-Axels11 
Jonathan Nilsson    3  
Christer Lindström  3  
Hans Berglund       12
Alfred Sjödin       7  
Lukas Linder        13 
Bengt Bengtsson     16 
Gudrun Hägg         5  
Margareta Johansson 12 
Solveig Hansson-Ture8  
Heléne Brolin       6  
Inger Berglund      18 
Rolf Erlandsson-Knut9  
Lennart Nilsson     20
Ali Eriksson        11 
Elsa Nilsson        1  
Vidar Svensson      1  
Anneli Olsson Johann19 
Agne Petersson      20 
Mikael Sjöberg      4  
Maria Höglund       12 
Niclas Lind         13 
Maria Palm Björkman 12 
Olof Ahmed          12
Ali Forslund        7  
Samuel Johansson    18 
Margareta Lundberg J15 
Magdalena Svensson  19 
Agnes Wahlberg      10 
Sven Blom           16 
Majken Karlsson     3  
Ingrid Svärd        15 
Sonja Chen          6  
Ingela Persson      7
Ali Nilsson         11 
Arne Jakobsson-Söder14 
Mohammad Åström     4  
Helena Olsson       8  
Valdemar Persson    19 
Elliot Lundström    20 
Signe Lindgren      15 
Eva Hägglund        18 
Milla Karlsson      3  
Sebastian Fredriksso17
Ali Westlund-Sundstr20 
Tristan Palm        7  
Mark Isaksson       11 
Fredrik Strandberg  12 
Samira Samuelsson   17 
Frida Lundgren      14 
Adrian Skog         17 
Ingeborg Westman    14 
Vilhelm Chen Lindqvi11 
Isabell Mattsson    9
Alice Andersson     9  
Per Persson         16 
Cecilia Sandström   4  
Inga Nilsson        16 
Alexander Lindskog  5  
Ebba Johansson      1  
Lennart Edlund      20 
Martin Berglund     16 
My Melin            1  
Emma Bergström      10
Alice Erlandsson    6  
Lena Ali            16 
Viola Stark         20 
Karl Pettersson     16 
Olof Åkerman        20 
Elina Erlandsson    20 
Marianne Wahlström  13 
Raymond Axelsson    0  
Märta Sjögren       3  
Rolf Henriksson     15
Alice Hansson       19 
Marie Ekdahl        17 
Mona Edman          8  
Inga-Lill Mattsson-S4  
Erik Jonsson        13 
Matilda Broberg     15 
Carl Karlsson       19 
Viktoria Karlsson   6  
Marcus Gustafsson   15 
Hanna Ekström       0
Alice Holst         3  
Louise Haglund      6  
Yvonne Sandberg     18 
Marianne Pettersson 17 
Anita Hussein       5  
Marianne Bengtsson  3  
Kristina Johansson  6  
Elvira Jakobsson    11 
Ove Norberg         18 
Curt Wester         1
Alice Johansson     18 
Brita Sjögren       10 
Christian Claesson J12 
Hilma Lindqvist     20 
Isabella Persson    5  
Philip Johansson    7  
Lars Persson        3  
Ellen Persson-Simons1  
Marcin Larsson      5  
Mariann Alfredsson  16
Alice Persson       19 
Dan Nordlander      7  
Hans Skoog          16 
Eleonora Nilsson    3  
Sebastian Nordström 10 
Bengt Engström      7  
Tova Ström Rehn     19 
Nils Sjöberg        6  
Helena Johansson    1  
Karl Andersson      11
Alicia Fredriksson  4  
Gunnar Bertilsson   8  
Rune Andersson      0  
Anna Omar           0  
Rasmus Löf Ekelund  15 
Fredrik Alfredsson  12 
Bo Lundberg-Svanberg13 
Erik Malmström Peter12 
Anita Ekström       12 
Joachim Arvidsson   9
Alicia Karlsson     13 
Mikael Johansson    5  
Thomas Larsson      2  
Liselotte Nilsson   11 
Anneli Ottosson     2  
Edvin Hedström      8  
Maria Westman       6  
Gunilla Skoglund Ols9  
Stig Bengtsson      20 
Gustav Johannesson  10
Allan Andersson     10 
Dan Holmgren Holmber20 
Emelie Nordin       8  
Gösta Lindholm      11 
Ingvar Berntsson    12 
Margareta Nilsson   1  
Susanna Nilsson     10 
Björn Lundmark Törnq20 
Bo Gustafsson Stark 3  
Kent Petersson Stran15
Allan Hedman        16 
Tord Josefsson-Olsso16 
Ingrid Johansson    14 
Herbert Andersson   19 
Rolf Hägglund       15 
Anna Björklund      17 
Marie Holmqvist     8  
Felix Hjelm         6  
Anna Holmberg Nord  19 
Anna Eriksson-Ström 2
Allan Vallin        1  
Rudolf Adolfsson    1  
Mohammed Edberg     1  
Adam Nilsson        3  
Ida Eriksson        15 
Karin Molin         0  
Anna Larsson        18 
Therese Carlsson    0  
Martin Carlsson-Engs4  
Christer Ståhl-Östlu12
Allan Wilhelmsson   12 
Håkan Karlsson      20 
Jörgen Frank        9  
Helén Melin         11 
Tomas Sköld-Hellberg15 
John Sundberg       12 
Anna Ekholm-Hedberg 11 
Edvin Olsson        19 
Karl Fredriksson    1  
Elof Gustavsson     6
Allan Winberg-Hellbe4  
Isak Karlsson       6  
Erik Strömberg Lunde2  
Sigrid Emilsson     0  
Johanna Lindén      4  
Elisabet Jensen     3  
Gudrun Lundgren     0  
Ingemar Söderholm Su4  
Maria Blom          2  
Emilio Nilsson      10
Alma Berglund       13 
Nils Abrahamsson    6  
Bo Hassan Söderqvist17 
Alexander Gren      2  
Maria Holmström Erik13 
Elvira Danielsson   8  
Gert Westman        4  
Olov Farah          4  
Henrik Persson      10 
Rickard Bäck-Petters17
Alma Granberg       15 
Birgitta Ekelund    3  
Love Karlsson       16 
Inger Bergström     12 
Inge Kristoffersson 2  
Oscar Larsson       16 
Katarina Larsson Lin4  
Agne Johansson      0  
Alice Andersson     18 
Nils Öberg          19
Alvar Gunnarsson    0  
Elvira Olsson       10 
Olivia Mårtensson   13 
Maja Magnusson      13 
Maria Karlsson      19 
Viola Levin         18 
Ulf Engman          13 
Olof Larsson        6  
Kristina Lundberg   12 
Karin Hallberg      0
Alvar Lundgren      3  
Elna Johansson-Ander16 
Yvonne Persson      12 
Junior Petersson    18 
Johan Hellman       6  
Anders Hussein      5  
Jacob Gustafsson    1  
Elisabeth Ågren     9  
Eddie Ekman         10 
Linnéa Johannesson  9
Amanda Andersson    6  
Linnéa Lilja        2  
Kennet Nilsson      11 
Eva Pettersson-Dahlq5  
Arne Gustavsson     18 
Christian Hansson-An8  
Nelly Knutsson      3  
Elisabet Ahmadi     8  
Harriet Viberg-Ander5  
Gunhild Åberg       8
Amanda Fors-Nilsson 9  
Gösta Löfgren       6  
Göran Magnusson     8  
Carl Dahlgren Johans20 
Karl Ferm           12 
Arne Nygren         20 
Lars-Åke Jansson-And7  
Cecilia Olsson      2  
Lydia Ibrahim       11 
Ingela Carlsson     4
Amanda Johansson    11 
Tommy Brink         19 
Christine Persson-Sa2  
Viktoria Malmgren-Li12 
Johannes Andersson  7  
Bill Lindkvist-Svens3  
Björn Andersson-Lund6  
Sonja Björklund     0  
Lovisa Hallgren-Jons16 
Amelia Andersson    13
Amanda Olofsson     3  
Lennart Larsson     0  
Hillevi Isaksson    10 
Anna Strandberg     11 
Hussein Petersson   5  
Joakim Pettersson   2  
Michael Lidén       19 
Maria Andersson-Ande5  
Olov Holm-Palmqvist 2  
Klara Pettersson    13
Amanda Olsson Lindbe16 
Carmen Eriksson-Pers17 
Alex Hellberg       2  
Anders Karlsson-Lenn7  
Christina Wahlberg  7  
Marcus Eriksson     6  
Malin Karlsson      9  
Sebastian Wallin-Wes4  
Maj Rosengren Stenbe6  
Julia Hansen        5
Amir Andersson      1  
Rolf Hagberg        9  
Jan Eliasson Palmqvi17 
Rolf Johansson-Hultm13 
Agneta Söderlund    3  
Hans Johansson      1  
Ebba Josefsson      0  
Victoria Nilsson    9  
Andreas Steen       7  
Helena Magnusson    19
Ana Sandin Ahmad    5  
Anna Ljungberg Sjöbe7  
Peter Sjölander     2  
Ulf Sundberg        10 
Nils Lindström      10 
Agneta Mårtensson   13 
Daniel Ahlström     18 
Samuel Lind         15 
Meja Sjölander Eriks15 
Niclas Edvardsson Ha13
Anders Brännström   0  
Rasmus Rosengren    4  
Theo Edström-Nordin 17 
Ernst Gunnarsson-Hel7  
Emma Mattsson       10 
Christina Gustavsson13 
Julia Bergman       6  
Peter Ottosson Ander11 
Terese Jacobsson Aro3  
Christer Wahlström  7
Anders Börjesson    7  
Matilda Mohammadi-Ek16 
Joseph Erlandsson   6  
Mikaela Stark       12 
Linnea Pettersson   6  
Algot Lundqvist     20 
Paul Lundqvist      11 
Sarah Pettersson    19 
Sören Lindgren      10 
Marie Forslund      5
Anders Eklöf        7  
Ulf Rydberg         2  
Nils Liljegren-Pette19 
Roland Flink        0  
Johnny Persson-Janss2  
Sigrid Berglund     14 
Pontus Lilja        9  
Elisabeth Persson-Jo10 
Estelle Engström    19 
Jan Palmgren-Magnuss8
Anders Forsberg-Ande5  
Roger Berg          4  
Björn Hallgren      17 
Karl Mårtensson     20 
Elisabeth Karlsson  4  
Annika Jonsson      17 
Peter Ali Persson   16 
Joline Lundqvist    13 
Maria Nilsson       20 
Viktor Lundquist    3
Anders Jensen       1  
Leo Johansson       6  
Karin Nilsson       19 
Michelle Eriksson-Al9  
Britt-Marie Sjöberg 4  
Clara Sköld         13 
Elisabeth Jonsson   15 
Bernhard Eriksson   13 
Elina Pettersson    0  
Robin Bäck          3
Anders Johansson    15 
Johan Lundmark      11 
Cecilia Larsson     5  
Marie Svensson      17 
Sara Björkman       4  
Samuel Karlsson     0  
Michael Svensson    16 
Kristina Bergstrand 8  
Lisa Malm-Andreasson6  
Maria Karlsson      8
Anders Johansson-Ols11 
Anna Nilsson        14 
Lasse Nordin        16 
Gunnar Söderqvist   8  
Johanna Andersson   15 
Christina Olsson    4  
Sofia Martinsson    19 
Gustav Carlsson     1  
Lars Dahlberg       4  
Micael Petersson-Fol8
Anders Johnsson     13 
Meja Ismail         6  
Pierre Andersen     0  
Doris Nilsson       12 
Lovisa Andersson    6  
Boris Magnusson     15 
Erik Borg           19 
Valentin Nordin     3  
Ulrika Andersson Mag2  
Göran Hellström     1
Anders Lennartsson  16 
Christian Lind      12 
Bjarne Lindgren     19 
Linnéa Sundqvist    19 
Ingemar Petersson   9  
Jens Andersson      7  
Inez Antonsson      15 
Isabella Bergqvist  6  
Anna Nygren         1  
Elisabeth Eriksson  19
Anders Lindberg-Karl18 
Edvin Eriksson      9  
Dennis Jonasson     1  
Bo Hansen           19 
Max Hermansson      12 
Iréne Nyman         19 
Ellen Karlsson-Skog 8  
Signe Berg          10 
Gustav Einarsson    11 
Lars Jakobsson      5
Anders Lundell      3  
Erik Asp Samuelsson 18 
Elmer Johansson     13 
Ingrid Nilsson-Karls10 
Per Grahn           16 
Olov Berg           3  
Jesper Karlsson     17 
Maria Jensen        9  
Josef Turesson      15 
Michael Lundgren    8
Anders Nordström-Osk18 
David Wallin        15 
Sara Berg           20 
Andreas Rosenberg   7  
Angelica Olsson     20 
Sofia Andersson     19 
Evelina Håkansson   5  
Stefan Bergström    15 
Ulrika Andersson-Ben11 
Juni Svensson       9
Anders Olsson       16 
Philip Alm          17 
Juhani Nilsson      7  
Tommy Marklund      2  
Vincent Jönsson     1  
Christina Ahmed     18 
Jacob Hansson       7  
Anne Persson-Lindqvi10 
Emma Hansen         19 
Vilhelmina Andersson11
Anders Olsson       19 
Ferdinand Lundberg  12 
Rasmus Ekberg       9  
Robert Hellgren     18 
Irene Blom-Hagberg  19 
Monika Gunnarsson   13 
Mats Månsson        15 
Fredrik Erlandsson  0  
Eva Norman-Persson  16 
Abdullah Nyberg     1
Anders Olsson       19 
Rolf Karlsson Lind  12 
Kristina Pettersson 20 
Bengt Karlsson      19 
Angelica Karlsson   16 
Roland Dahlgren     4  
Harry Berglund-Sjöbe12 
Adrian Sundqvist    7  
Mathias Johannesson 9  
Alex Mattsson       19
Anders Persson      3  
Elin Anderberg-Berti3  
Hugo Magnusson      10 
Linnéa Nordström    11 
Anders Eriksson     2  
Ingmar Hussein      11 
Tage Karlsson       17 
Melissa Jansson     1  
Timo Hult           6  
Lisa Lantz-Pettersso11
Anders Samuelsson   8  
Margareta Andersson 13 
Annika Johannesson  11 
Rasmus Engdahl      3  
Anna Wallin         16 
Alexander Sandin Lin12 
Karl Holmqvist      11 
Elisabeth Lindblad-N8  
Elsy Hellström      8  
Ellen Edin          18
Anders Sjölin-Lundst17 
Peter Sjölander     15 
Daniel Stenlund     6  
Arvid Eriksson-Håkan11 
Nicole Ericson      1  
Ulrika Jonsson      15 
Jan-Olof Dahlström S9  
John Jansson        2  
Alice Wall Johnson  18 
Malin Ström         18
Anders Sjöstrand    12 
Micael Bolin        13 
Anton Gustafsson    0  
Emanuel Karlsson    10 
Albin Palmqvist     2  
Torsten Lövgren     19 
Per Davidsson       19 
Florence Asp Håkanss6  
Sofie Gustafsson    18 
Birgit Pettersson   8
Anders Ström        3  
Katarina Bergman    16 
Erik Sjöstedt Lindbl10 
Viola Svensson      10 
Hannah Marklund     18 
Lo Andersson        15 
Sven Ali            9  
Johan Nilsson       17 
Erik Johansson      16 
Joakim Persson Nilss7
Anders Zetterberg   11 
Pernilla Ljung      0  
Nina Falk           13 
Alexandra Andersson 17 
Hedda Rask          8  
Linnea Schmidt Johan19 
Sven Martinsson     14 
Jenny Nordgren      12 
Gustaf Hammarström  18 
Christopher Johansso10
Andreas Andersson   17 
Kalevi Svärd        3  
Kevin Englund       18 
Johannes Olsson     3  
Christer Olsen      10 
Elin Nilsson        6  
Sven Edvardsson     12 
Boris Persson       11 
Elisabeth Åberg     6  
Manuel Alm          0
Andreas Ekberg      5  
Jan Karlsson        5  
Evelina Haraldsson H20 
Marianne Khan       2  
Tapani Håkansson    2  
Signe Larsson       16 
Mikael Söderberg Kar2  
Ingalill Gustafsson-17 
Alba Olsson Palm    13 
Ingemar Josefsson   18
Andreas Fredriksson 14 
Karl Skoglund       16 
Ulla Dahlin         20 
Maria Hanna         10 
Anders Sandell      1  
Dagny Hansson       6  
Helene Lind         3  
Anders Stark        14 
Åsa Olofsson        18 
Jessica Martinsson  0
Andreas Jönsson     14 
Lotta Isaksson      16 
Birgitta Lindvall Li0  
Muhammad Andersson-M4  
Anna Olofsson       0  
Hassan Said Öhman   16 
Monica Karlsson     7  
Elsa Erlandsson     12 
Kristina Bengtsson  7  
Esther Wang         10
Andreas Li          4  
Henrik Davidsson    4  
Fatima Ferm         4  
Matias Olsson       16 
Josefina Paulsson   7  
Michael Gustafsson  11 
Johan Jansson       10 
Harry Bengtsson Jans15 
Peter Lundgren      4  
Axel Johansson      6
Andreas Lindmark    9  
Eva Berg            3  
Tim Lindgren        12 
Ture Johannesson    13 
Hedvig Hedman Jakobs11 
Britt Eriksson      7  
David Engberg       3  
Aurora Sköld        11 
Erik Andersson Moham0  
Christina Johansson 8
Andreas Nord        5  
Henrik Norberg-Larss12 
Kurt Niklasson      19 
Märta Åberg         11 
Margareta Fransson  16 
Ove Johansson       15 
Alexandra Smith     1  
Ragnhild Asp        7  
Filippa Löf         18 
Anton Johansson     1
Andreas Roth        6  
Oscar Jakobsson     3  
Marianne Li         7  
Jan-Åke Pettersson  17 
Mohammad Jensen     5  
Elisabet Nilsson    15 
Agneta Bengtsson    11 
Peter Andersson     4  
Kristoffer Dahlin-Al3  
Håkan Palmqvist     1
Anette Eriksson     19 
Christina Andersson 17 
Karl Gustafsson     19 
Erik Simonsson      13 
Sigrid Johansson    12 
Kenneth Svensson-And6  
Sonja Karlsson      3  
Per Persson         17 
Bror Johansson      0  
Alvar Holmqvist     16
Anette Jörgensen    9  
Gabriel Eriksson    13 
Hans Åkesson Almgren8  
John Olsson         19 
Agneta Svanberg     2  
Leon Eriksson       7  
Per Blomqvist       3  
Karl Lundström      16 
Harriet Petersson   13 
Maria Andersson     2
Anette Nordström    6  
Elna Axelsson       19 
Lars Lundquist      4  
Eivor Ståhl         3  
Henry Larsson       16 
Maria Bergström     2  
Lars Karlsson       0  
Daniel Karlsson     6  
Inga-Lill Lidström  18 
Maria Olsson        9
Angela Stenlund     8  
Arne Hedberg        19 
Anton Westerberg-Nil14 
Sven Eriksson       18 
Erik Hansson        14 
Anna Hedberg-Nilsson18 
Ali Björk-Ibrahim   13 
Mohamed Malmqvist Da16 
Viktoria Ericsson   6  
Christina Lundberg  6
Angelica Andersson  20 
Marie-Louise Carlson8  
Per Olsson          12 
Cecilia Larsson-Sund6  
Christina Fransson  16 
Gunnel Ström-Hagberg9  
Henning Johansson   18 
Anders Hallgren Lövg10 
Rebecka Karlsson    11 
Kim Holm-Saleh      19
Anita Brink         13 
Elisabeth Friberg   0  
Johan Holm          2  
Christer Holm       0  
Elisabeth Anderberg 2  
Kristina Nilsson    1  
Tage Ericsson       15 
Elisabeth Falk Khan 5  
Christel Strand     7  
Klas Rosén          9
Anita Eriksson      14 
Theo Johansson      19 
Jonas Forslund      20 
Anna Carlsson-Anders13 
Susanne Josefsson   10 
Max Olsson          5  
Oskar Bergkvist     5  
Lennart Jonsson     9  
Inge Göransson      10 
Mats Jonasson       14
Anita Malm Engberg  3  
Andrea Bertilsson   0  
Alice Jensen        14 
Viggo Eriksson      13 
Lydia Alexandersson 13 
Joseph Friberg      12 
Eva Friberg         5  
Ulla Börjesson      14 
Åke Bengtsson       15 
Carl Åberg          15
Anita Mohammed-Palmg10 
Simon Sandberg      16 
Christian Edman Lind9  
Daniel Lövgren      14 
Linda Johnsson      15 
Otto Ali-Eklund     8  
Ali Elofsson        20 
Luna Melin Nilsson  16 
Emma Jonsson        15 
Bo Karlsson         19
Ann Hultman         6  
Erik Nilsson-Petters12 
Theo Lindahl        13 
Kristina Gustafsson 12 
Oskar Falk          8  
Ivan Åberg          15 
Erika Pettersson    18 
Åke Petersson       16 
Birgitta Engström   12 
Leif Strandberg Jens1
Ann Lindahl         14 
Mona Vallin         14 
Per Bengtsson       3  
Maria Engman        20 
Emma Svensson       2  
Olof Andersson      15 
Gunnar Törnqvist    9  
Sofia Andersson-Nils6  
Ida Wahlberg        3  
Sigrid Lindström    18
Ann Persson         11 
Ali Roos            12 
Anna Lindgren       14 
Sven Rydberg        8  
Gustaf Larsson      17 
Nellie Bengtsson    13 
Anders Strand       2  
Gustaf Lindell-Holmg3  
Rickard Lindgren    6  
Milo Halvarsson     15
Ann-Charlotte Anders20 
Magnus Karlsson     19 
Ida Larsson         11 
Klas Eriksson       19 
Anna Sjölander      15 
Reinhold Karlsson   12 
Fredrik Magnusson   14 
Ingrid Blom         0  
Lennart Strandberg  8  
Ebba Strömberg      1
Ann-Christin Åslund 7  
Margareta Lindström 6  
Hans Carlsson-Strand3  
Cecilia Hallin      9  
Maj Borg            4  
Göran Blom-Persson  15 
Britt Sjöberg       4  
Morgan Jönsson-Flink13 
Andrea Månsson      8  
Christina Singh     5
Ann-Marie Almgren   11 
Thomas Olsson       7  
Johnny Hansson      0  
Birgitta Lindblom   3  
Sebastian Rosén     9  
Linus Halvarsson    19 
Stefan Lindström Håk0  
Maria Höglund       14 
Linus Isaksson      0  
Bo Johansen         11
Ann-Sofi Broman     3  
Nova Hassan         20 
John Gustafsson     5  
Robin Sandin        16 
Anton Nilsson       10 
